geonameid,nearest_hdd_1,nearest_hdd_2,nearest_hdd_3,nearest_hdd_4,nearest_hdd_5,nearest_hdd_6,nearest_hdd_7,nearest_hdd_8,nearest_hdd_9,nearest_hdd_10,nearest_hdd_11,nearest_hdd_12,total_year,average_year,variance_year
4005270,0.0,0.0,0.0,0.0,0.0,0.0,1.0367863972981777,0.3282381693522136,9.854871114095053,0.0,0.0,0.0,0.0,0.0,0.0
4005539,0.0,0.0,0.0,0.0,0.0,0.0,0.7297159830729171,0.3181470235188802,9.211560567220053,0.0,0.0,0.0,0.0,0.0,0.0
1037021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1040652,23.41764704386394,14.485682169596348,14.460336049397792,0.9825070699055994,0.0,0.0,0.0,0.0,0.0,0.0,25.19936498006184,23.12322998046875,53.34617233276368,8.89102872212728,98.79709387346507
1052373,0.740950266520182,0.0,0.2454592386881509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.596529642740886,0.9864095052083328,0.1644015842013888,0.0894180499972274
3352136,62.84379323323562,0.0,18.51630655924479,0.0,0.0,0.0,0.0,0.0,0.0,0.8543574015299475,29.112206776936873,54.608472188313755,81.36009979248041,13.56001663208007,637.7903300327749
2440485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2322911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2324774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2331447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2331939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2332459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2335204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2335727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2339354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2343279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
