latitude,longitude,Residential EUI (kWh/m2/year),Non-residential EUI (kWh/m2/year),Residential Area (ft²),Non-residential Area (ft²)
42.3555,-71.0565,414.0023159923509,,1092.0,
42.3555,-71.0565,420.33221961509435,,1092.0,
42.3555,-71.0565,350.4357649806788,,1800.0,
42.3555,-71.0565,417.35146455263373,,1800.0,
42.3555,-71.0565,332.3120852932629,,1800.0,
42.3555,-71.0565,560.2803448704898,,1932.0,
42.3555,-71.0565,474.1090911025229,,2064.0,
42.3555,-71.0565,407.12361794559916,,1800.0,
42.3555,-71.0565,176.5087557690204,,2064.0,
42.3555,-71.0565,376.5664572000454,,2064.0,
42.3555,-71.0565,426.1803962948101,,2064.0,
42.3555,-71.0565,350.1124935134896,,2064.0,
42.3555,-71.0565,398.8238061566591,,2064.0,
42.3555,-71.0565,398.43121379646874,,1800.0,
42.3555,-71.0565,438.3684010778267,,1800.0,
42.3555,-71.0565,411.1356947066654,,1800.0,
42.3555,-71.0565,394.74915657215865,,2064.0,
42.3555,-71.0565,353.66150315820784,,2064.0,
42.3555,-71.0565,305.73296976416265,,1800.0,
42.3555,-71.0565,419.5697301123528,,2064.0,
42.3555,-71.0565,380.129297061276,,2064.0,
42.3555,-71.0565,397.6011489309327,,1932.0,
42.3555,-71.0565,372.7635919543323,,1800.0,
42.3555,-71.0565,353.62833802998824,,1800.0,
42.3555,-71.0565,333.88243484264285,,2064.0,
42.3555,-71.0565,407.66223709316887,,1800.0,
42.3555,-71.0565,454.2005372320067,,2064.0,
42.3555,-71.0565,431.59396044080717,,1932.0,
42.3555,-71.0565,418.5913126068726,,2064.0,
42.3555,-71.0565,318.44297297831775,,2064.0,
42.3555,-71.0565,382.42943807340276,,1800.0,
42.3555,-71.0565,422.19175451565013,,2064.0,
42.3555,-71.0565,339.72464357047573,,2064.0,
42.3555,-71.0565,333.4714772755813,,1800.0,
42.3555,-71.0565,335.8553574157993,,1800.0,
42.3555,-71.0565,281.5505082290131,,1800.0,
42.3555,-71.0565,289.6595917534059,,1800.0,
42.3555,-71.0565,385.77231773642046,,1800.0,
42.3555,-71.0565,480.0999292093187,,1800.0,
42.3555,-71.0565,488.42615324711034,,2064.0,
42.3555,-71.0565,440.168960593307,,1800.0,
42.3555,-71.0565,408.1271997603235,,1800.0,
42.3555,-71.0565,327.5217218819629,,1800.0,
42.3555,-71.0565,324.35759905134034,,1800.0,
42.3555,-71.0565,351.6277856760995,,1800.0,
42.3555,-71.0565,355.98325534084194,,2064.0,
42.3555,-71.0565,432.9211026267541,,1800.0,
42.3555,-71.0565,334.952882595225,,2064.0,
42.3555,-71.0565,415.29859607257293,,2064.0,
42.3555,-71.0565,331.69033794387695,,1800.0,
42.3555,-71.0565,463.3611750391986,,1800.0,
42.3555,-71.0565,358.8954391539664,,2064.0,
42.3555,-71.0565,315.9709226602691,,2064.0,
42.3555,-71.0565,374.9947397105942,,1800.0,
42.3555,-71.0565,494.2473227631688,,1800.0,
42.3555,-71.0565,370.3725990148765,,2064.0,
42.3555,-71.0565,388.53414341389833,,2064.0,
42.3555,-71.0565,430.6045748644667,,1932.0,
42.3555,-71.0565,515.4477855685437,,2064.0,
42.3555,-71.0565,447.3661847228004,,2064.0,
42.3555,-71.0565,381.19943922008287,,1932.0,
42.3555,-71.0565,381.6118343146436,,1800.0,
42.3555,-71.0565,459.5571109301549,,2064.0,
42.3555,-71.0565,356.9976485288857,,2064.0,
42.3555,-71.0565,489.1962920941047,,2064.0,
42.3555,-71.0565,366.33823688274884,,1932.0,
42.3555,-71.0565,342.4447634617152,,2064.0,
42.3555,-71.0565,254.21605271447999,,1800.0,
42.3555,-71.0565,391.8644083542333,,1800.0,
42.3555,-71.0565,352.5922116329218,,1800.0,
42.3555,-71.0565,472.1017791029353,,1800.0,
42.3555,-71.0565,474.3256605539311,,2064.0,
42.3555,-71.0565,241.92025800386784,,1800.0,
42.3555,-71.0565,338.71648331413775,,1800.0,
42.3555,-71.0565,314.18059546695656,,1800.0,
42.3555,-71.0565,476.3443397016711,,1932.0,
42.3555,-71.0565,449.59017032823346,,2068.0,
42.3555,-71.0565,391.03205366888045,,1800.0,
42.3555,-71.0565,364.84390079258293,,1800.0,
42.3555,-71.0565,439.02762802863407,,2064.0,
42.3555,-71.0565,434.0622929354423,,2064.0,
42.3555,-71.0565,407.1551774969592,,1920.0,
42.3555,-71.0565,343.9151930595778,,2064.0,
42.3555,-71.0565,365.2829932510253,,1800.0,
42.3555,-71.0565,343.2348379564349,,1800.0,
42.3555,-71.0565,324.9969998385413,,1800.0,
42.3555,-71.0565,358.5273670787911,,2064.0,
42.3555,-71.0565,396.0722961984106,,2064.0,
42.3555,-71.0565,408.18205089629623,,2064.0,
42.3555,-71.0565,276.259202228848,,1800.0,
42.3555,-71.0565,350.66356303528056,,1800.0,
42.3555,-71.0565,316.40515599666475,,2064.0,
42.3555,-71.0565,493.77122679210214,,1800.0,
42.3555,-71.0565,352.9225650840124,,1800.0,
42.3555,-71.0565,406.92386347767746,,1800.0,
42.3555,-71.0565,270.6482943137241,,2064.0,
42.3555,-71.0565,352.4348081982984,,2064.0,
42.3555,-71.0565,351.13872176703643,,1932.0,
42.3555,-71.0565,372.2225189929281,,1800.0,
42.3555,-71.0565,365.1956304676204,,1800.0,
42.3555,-71.0565,418.3939232567903,,2064.0,
42.3555,-71.0565,457.429143192362,,1800.0,
42.3555,-71.0565,362.9485329214342,,1800.0,
42.3555,-71.0565,202.61613365912118,,1800.0,
42.3555,-71.0565,357.01216964480835,,2064.0,
42.3555,-71.0565,339.63558480225316,,2064.0,
42.3555,-71.0565,383.14991286969564,,1800.0,
42.3555,-71.0565,499.402595333689,,1932.0,
42.3555,-71.0565,464.3895059713445,,2064.0,
42.3555,-71.0565,361.21006445628046,,1848.0,
42.3555,-71.0565,398.97557168905104,,2064.0,
42.3555,-71.0565,381.41896780813397,,2064.0,
42.3555,-71.0565,377.1626977326181,,1932.0,
42.3555,-71.0565,382.500084759573,,2064.0,
42.3555,-71.0565,480.3794923825276,,2064.0,
42.3555,-71.0565,310.6354305653634,,2064.0,
42.3555,-71.0565,398.1608595990801,,1800.0,
42.3555,-71.0565,310.52467926762324,,1800.0,
42.3555,-71.0565,343.06212961184457,,1932.0,
42.3555,-71.0565,354.44342487684287,,1800.0,
42.3555,-71.0565,188.16577570028656,,2064.0,
42.3555,-71.0565,715.2090711426288,,1848.0,
42.3555,-71.0565,346.4502156035842,,1092.0,
42.3555,-71.0565,534.0216981483583,,1092.0,
42.3555,-71.0565,377.885281174161,,1092.0,
42.3555,-71.0565,279.5421124671342,,1932.0,
42.3555,-71.0565,44.56515729309064,,12000.0,
42.3555,-71.0565,84.24768592276912,,10600.0,
42.3555,-71.0565,121.85448805743624,,8000.0,
42.3555,-71.0565,175.45069739415484,,130920.0,
42.3555,-71.0565,315.22377833152143,,3600.0,
42.3555,-71.0565,384.5903506668245,,6600.0,
42.3555,-71.0565,399.7208156571909,,3600.0,
42.3555,-71.0565,301.8237930405058,,3800.0,
42.3555,-71.0565,356.55981126551353,,3600.0,
42.3555,-71.0565,280.35956647369045,,3800.0,
42.3555,-71.0565,395.3683767526834,,6600.0,
42.3555,-71.0565,379.4689447334471,,5600.0,
42.3555,-71.0565,342.56769480072154,,5600.0,
42.3555,-71.0565,351.4054065438453,,5600.0,
42.3555,-71.0565,444.59593520840735,,3600.0,
42.3555,-71.0565,341.6582285148412,,5600.0,
42.3555,-71.0565,371.4869316553712,,3800.0,
42.3555,-71.0565,346.16900337628135,,3600.0,
42.3555,-71.0565,337.9265094991551,,3800.0,
42.3555,-71.0565,348.68201046175665,,5600.0,
42.3555,-71.0565,298.63372878522046,,3600.0,
42.3555,-71.0565,324.40169734100544,,5600.0,
42.3555,-71.0565,339.1901645847933,,3800.0,
42.3555,-71.0565,339.084355763255,,3800.0,
42.3555,-71.0565,367.75940671094224,,3600.0,
42.3555,-71.0565,379.29398853545194,,6600.0,
42.3555,-71.0565,435.84548834652423,,5600.0,
42.3555,-71.0565,302.6743921587815,,6600.0,
